1 13
2 13
3 13
4 13
5 13
6 13
7 13
8 13
9 13
10 14
11 14
12 15
13 15
14 15
15 15
16 15
17 15
18 15
19 16
20 16
21 18
22 18
23 18
24 18
25 18
26 18
27 18
28 18
29 19
30 19
31 19
32 19
33 19
34 19
35 21
36 21
37 22
38 23
39 24
40 24
41 24
42 24
43 24
44 24
45 24
46 24
47 24
48 24
49 24
50 25
51 25
52 26
53 26
54 26
55 26
56 26
57 26
58 26
59 26
60 27
61 27
62 27
63 27
64 27
65 27
66 28
67 28
68 29
69 29
70 30
71 31
72 31
73 31
74 32
75 32
76 32
77 33
78 33
79 33
80 33
81 33
82 33
83 33
84 33
85 33
86 33
87 33
88 33
89 33
90 33
91 33
92 33
93 33
94 33
95 33
96 33
97 34
98 34
99 34
100 35
101 35
102 35
103 35
104 35
105 36
106 37
107 37
108 37
109 37
110 37
111 37
112 37
113 37
114 38
115 38
116 40
117 40
118 40
119 40
